wn_synset	babelnet_id	pos	lemmata	definition	confidence	dist_from_music	dist_from_entity	ANNOTATION
wn:02867267n	bn:00011924n	n	bombardon, bombard	a large shawm; the bass member of the shawm family	0.444	13	9	YES
wn:02869249n	bn:00012018n	n	bones, castanets, clappers, finger_cymbals	a percussion instrument consisting of a pair of hollow pieces of wood or bone (usually held between the thumb and fingers) that are made to click together (as by Spanish dancers) in rhythm with the dance	0.134	13	9	YES
wn:07063249n	bn:00012057n	n	boogie, boogie-woogie	an instrumental version of the blues (especially for piano)	0.725	4	7	YES
wn:07009946n	bn:00012062n	n	script, book, playscript	a written version of a play or other dramatic composition; used in preparing for a performance	0.312	6	6	YES
wn:03436182n	bn:00012150n	n	ghetto_blaster, boom_box	a portable stereo	0.32	14	10	YES
wn:11003599n	bn:00012241n	n	Godunov, Boris_Godunov, Boris_Fyodorovich_Godunov	czar of Russia (1551-1605)	0.458	11	7	NO
wn:07026646n	bn:00012392n	n	comic_opera, opera_bouffe, bouffe, opera_comique	opera with a happy ending and in which some of the text is spoken	0.537	4	7	YES
wn:02878628n	bn:00012407n	n	boulle, boule, buhl	an inlaid furniture decoration; tortoiseshell and yellow and white metal form scrolls in cabinetwork	0.167	11	7	NO
wn:10859369n	bn:00012409n	n	Boulez, Pierre_Boulez	French composer of serial music (born in 1925)	0.594	12	8	NO
wn:03245724n	bn:00012438n	n	drone, drone_pipe, bourdon	a pipe of the bagpipe that is tuned to produce a single continuous tone	0.792	14	10	YES
wn:10862113n	bn:00012669n	n	Brahms, Johannes_Brahms	German composer who developed the romantic style of both lyrical and classical music (1833-1897)	0.613	12	8	NO
wn:07278146n	bn:00012670n	n	Brahms	the music of Brahms	1.0	1	5	NO
wn:08217135n	bn:00012792n	n	brass_section, brass	the section of a band or orchestra that plays brass instruments	1.0	9	7	YES
wn:08249336n	bn:00012794n	n	brass_band	a group of musicians playing only brass and percussion instruments	0.581	9	7	YES
wn:05637356n	bn:00012842n	n	bravura	brilliant and showy technical skill	0.75	9	7	YES
wn:09874014n	bn:00013027n	n	brewer	the owner or manager of a brewery	1.0	11	7	NO
wn:13284562n	bn:00013043n	n	bribe, payoff	payment made to a person in a position of trust to corrupt his judgment	0.571	10	8	NO
wn:11207768n	bn:00013127n	n	Nilsson, Brigit_Nilsson, Marta_Brigit_Nilsson	Swedish operatic soprano who played Wagnerian roles (born in 1918)	0.296	13	9	NO
wn:09875786n	bn:00013240n	n	broadcaster	someone who broadcasts on radio or television	0.6	9	5	NO
wn:07385660n	bn:00013385n	n	hubbub, uproar, brouhaha, katzenjammer	loud confused noise from many sources	1.0	9	7	YES
wn:10867933n	bn:00013453n	n	Bruch, Max_Bruch	German composer (1838-1920)	0.383	12	8	NO
wn:11372799n	bn:00013482n	n	Walter, Bruno_Walter	German conductor (1876-1962)	0.618	12	8	NO
wn:05643491n	bn:00013508n	n	brushwork	an artist's distinctive technique of applying paint with a brush	0.2	8	6	NO
wn:02910701n	bn:00013608n	n	bucksaw	a saw that is set in a frame in the shape of an H; used with both hands to cut wood that is held in a sawbuck	0.25	14	10	NO
wn:11056654n	bn:00013635n	n	Holly, Buddy_Holly, Charles_Hardin_Holley	United States rock star (1936-1959)	0.553	13	9	NO
wn:10077593n	bn:00013648n	n	fan, buff, devotee, lover	an ardent follower and admirer	0.75	9	5	YES
wn:09878179n	bn:00013716n	n	bugler	someone who plays a bugle	0.333	12	8	YES
wn:10539715n	bn:00013851n	n	rotter, dirty_dog, rat, skunk, stinker, stinkpot, bum, puke, crumb, lowlife, scum_bag, so-and-so, git	a person who is deemed to be despicable or contemptible	0.0	10	6	NO
wn:06780309n	bn:00013998n	n	parody, lampoon, spoof, sendup, mockery, takeoff, burlesque, travesty, charade, pasquinade, put-on	a composition that imitates or misrepresents somebody's style, usually in a humorous way	0.175	6	6	NO
wn:10176357n	bn:00014133n	n	hillbilly, bushwhacker	a disparaging term for an unsophisticated person	0.237	10	6	NO
wn:10877015n	bn:00014360n	n	Byrd, William_Byrd	English organist and composer of church music; master of 16th century polyphony; was granted a monopoly in music printing with Thomas Tallis (1543-1623)	0.314	12	8	NO
wn:07060440n	bn:00014397n	n	country_music, country_and_western, C_and_W	a simple style of folk music heard mostly in the southern United States; usually played on stringed instruments	0.76	4	7	YES
wn:06863209n	bn:00014399n	n	C_clef	a movable clef that puts middle C on one of the lines of a staff	0.713	8	8	YES
wn:02931417n	bn:00014419n	n	cabaret, nightclub, night_club, club, nightspot	a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink	0.254	13	9	NO
wn:00520672n	bn:00014420n	n	cabaret, floorshow, floor_show	a series of acts at a night club	0.213	11	9	YES
wn:07045928n	bn:00014520n	n	cadence	the close of a musical section	0.806	3	7	YES
wn:07046218n	bn:00014522n	n	cadenza	a brilliant solo passage occurring near the end of a piece of music	0.936	3	7	YES
wn:10878530n	bn:00014576n	n	Cage, John_Cage, John_Milton_Cage_Jr.	United States composer of avant-garde music (1912-1992)	0.371	12	8	NO
wn:00530874n	bn:00014612n	n	cakewalk	a strutting dance based on a march; was performed in minstrel shows; originated as a competition among Black dancers to win a cake	0.491	9	7	YES
wn:10880189n	bn:00014821n	n	Callas, Maria_Callas, Maria_Meneghini_Callas	Greek coloratura soprano (born in the United States) known for her dramatic intensity in operatic roles (1923-1977)	0.453	14	10	NO
wn:02940706n	bn:00014847n	n	calliope, steam_organ	a musical instrument consisting of a series of steam whistles played from a keyboard	0.329	12	8	YES
wn:10091012n	bn:00015163n	n	fink, snitch, snitcher, stoolpigeon, stool_pigeon, stoolie, sneak, sneaker, canary	someone acting as an informer or decoy for the police	0.339	11	7	NO
wn:09890662n	bn:00015164n	n	canary	a female singer	0.5	12	8	YES
wn:06867218n	bn:00015177n	n	natural, cancel	a notation cancelling a previous sharp or flat	0.536	7	7	NO
wn:07042862n	bn:00015323n	n	canon	a contrapuntal piece of music in which a melody in one part is imitated exactly in other parts	0.712	2	6	YES
wn:07042249n	bn:00015343n	n	cantata, oratorio	a musical composition for voices and orchestra based on a religious text	0.572	3	6	YES
wn:07036443n	bn:00015360n	n	canticle	a hymn derived from the Bible	0.199	5	8	YES
wn:06384269n	bn:00015368n	n	canto	a major division of a long poem	0.333	2	6	NO
wn:09919771n	bn:00015376n	n	choirmaster, precentor, cantor	the musical director of a choir	0.296	11	7	YES
wn:07035305n	bn:00015378n	n	cantus_firmus	a melody used as the basis for a polyphonic composition	0.653	6	9	YES
wn:07280424n	bn:00015703n	n	capriccio	an instrumental composition that doesn't adhere to rules for any specific musical form and is played with improvisation	0.759	2	6	YES
wn:09896311n	bn:00016079n	n	carillonneur	a musician who plays a carillon	0.209	11	7	YES
wn:07055203n	bn:00016086n	n	carioca	music composed for dancing the carioca	1.0	2	6	YES
wn:00535455n	bn:00016087n	n	carioca	a lively ballroom dance that resembles the samba	0.513	12	10	YES
wn:11207006n	bn:00016092n	n	Nielsen, Carl_Nielsen, Carl_August_Nielsen	Danish composer (1865-1931)	0.605	12	8	NO
wn:11216386n	bn:00016097n	n	Orff, Carl_Orff	German musician who developed a widely used system for teaching music to children (1895-1982)	0.335	11	7	NO
wn:11005320n	bn:00016108n	n	Goldoni, Carlo_Goldoni	prolific Italian dramatist (1707-1793)	0.142	11	7	NO
wn:10894365n	bn:00016110n	n	Chavez, Carlos_Chavez	Mexican composer of nationalistic works using themes from Indian folk music (1899-1978)	0.468	12	8	NO
wn:10882846n	bn:00016120n	n	Carmichael, Hoagy_Carmichael, Hoagland_Howard_Carmichael	United States songwriter (1899-1981)	1.0	13	9	NO
wn:09896401n	bn:00016157n	n	caroler, caroller	a singer of carols	0.475	12	8	YES
wn:00546861n	bn:00016169n	n	caroling	singing joyful religious songs (especially at Christmas)	0.47	11	9	YES
wn:10885487n	bn:00016352n	n	Caruso, Enrico_Caruso	outstanding Italian operatic tenor (1873-1921)	0.445	13	9	NO
wn:09985470n	bn:00016357n	n	cutter, carver	someone who carves the meat	0.333	12	8	NO
wn:10885831n	bn:00016382n	n	Casals, Pablo_Casals	an outstanding Spanish cellist noted for his interpretation of Bach's cello suites (1876-1973)	0.362	12	8	NO
wn:04236935n	bn:00016387n	n	sleigh_bell, cascabel	a bell attached to a sleigh, or to the harness of a horse that is pulling a sleigh	0.349	13	9	YES
wn:10886222n	bn:00016450n	n	Cash, Johnny_Cash, John_Cash	United States country music singer and songwriter (1932-2003)	0.49	12	8	NO
wn:02979074n	bn:00016497n	n	cassette_deck	a tape deck for playing and recording cassette tapes	0.25	13	9	YES
wn:09899534n	bn:00016586n	n	castrato	a male singer who was castrated before puberty and retains a soprano or alto voice	0.351	12	8	YES
wn:09900981n	bn:00016701n	n	catch, match	a person regarded as a good matrimonial prospect	0.5	9	5	NO
wn:02990758n	bn:00017003n	n	celesta	a musical instrument consisting of graduated steel plates that are struck by hammers activated by a keyboard	0.696	13	9	YES
wn:09903501n	bn:00017046n	n	cellist, violoncellist	someone who plays a violoncello	0.551	11	7	YES
wn:02992211n	bn:00017047n	n	cello, violoncello	a large stringed instrument; seated player holds it upright while playing	0.55	14	10	YES
wn:10978693n	bn:00017402n	n	Franck, Cesar_Franck	French composer and teacher who influenced a generation of composers (1822-1890)	0.468	12	8	NO
wn:07026239n	bn:00017585n	n	chamber_music	serious music performed by a small group of musicians	0.797	3	6	YES
wn:08248411n	bn:00017587n	n	chamber_orchestra	small orchestra; usually plays classical music	0.718	9	7	YES
wn:07034634n	bn:00017699n	n	chant	a repetitive song in which as many syllables as necessary are assigned to a single tone	0.266	4	7	YES
wn:03006626n	bn:00017700n	n	chanter, melody_pipe	reed pipe with finger holes on which the melody is played	0.786	14	10	YES
wn:07050042n	bn:00017701n	n	chantey, chanty, sea_chantey, shanty	a rhythmical work song originally sung by sailors	0.402	4	8	YES
wn:01254685n	bn:00017702n	n	intonation, chanting	the act of singing in a monotonous tone	0.267	11	9	YES
wn:06396142n	bn:00017730n	n	chapter	a subdivision of a written work; usually numbered and titled	1.0	2	6	NO
wn:07201804n	bn:00017758n	n	word_picture, word-painting, delineation, depiction, picture, characterization, characterisation	a graphic or vivid verbal description	0.626	6	6	NO
wn:11278351n	bn:00017839n	n	Saint-Saens, Charles_Camille_Saint-Saens	French pianist and composer (1835-1921)	0.415	12	8	NO
wn:11075670n	bn:00017847n	n	Ives, Charles_Edward_Ives	United States composer noted for his innovative use of polytonality (1874-1954)	0.485	12	8	NO
wn:11009635n	bn:00017852n	n	Gounod, Charles_Francois_Gounod	French composer best remembered for his operas (1818-1893)	0.391	12	8	NO
wn:09138538n	bn:00017880n	n	Charleston	a port city in southeastern South Carolina	0.48	11	7	NO
wn:00319939n	bn:00017920n	n	pursuit, chase, pursual, following	the act of pursuing in an effort to overtake or capture	0.5	10	8	NO
wn:07378952n	bn:00017953n	n	chatter, chattering	the rapid series of noises made by the parts of a machine	0.333	9	7	YES
wn:07378781n	bn:00017954n	n	chatter, chattering	the high-pitched continuing noise made by animals (birds or monkeys)	0.25	9	7	YES
wn:00950217n	bn:00018108n	n	chemical_engineering	the activity of applying chemistry to the solution of practical problems	0.333	11	9	NO
wn:10894905n	bn:00018191n	n	Cherubini, Luigi_Cherubini, Maria_Luigi_Carlo_Zenobio_Cherubini	Italian composer of church music and operas (1760-1842)	0.481	12	8	NO
wn:05127500n	bn:00018212n	n	chest_register, chest_voice, chest_tone	the lower ranges of the voice in speaking or singing	0.706	9	7	YES
wn:08188638n	bn:00018665n	n	choir	a chorus that sings as part of a religious ceremony	0.637	9	7	YES
wn:08188814n	bn:00018666n	n	choir, consort	a family of similar musical instrument playing together	0.779	7	5	YES
wn:09919690n	bn:00018670n	n	choirboy	a boy who sings in a choir	0.516	13	9	YES
wn:10121246n	bn:00018678n	n	garroter, garrotter, strangler, throttler, choker	someone who kills by strangling	0.5	9	5	NO
wn:07278256n	bn:00018729n	n	Chopin	the music of Chopin	1.0	1	5	NO
wn:10896644n	bn:00018731n	n	Chopin, Frederic_Francois_Chopin	French composer (born in Poland) and pianist of the romantic school (1810-1849)	0.421	12	8	NO
wn:07040693n	bn:00018743n	n	chorale_prelude	a composition for organ using a chorale as a basis for variations	0.653	2	6	YES
wn:09920771n	bn:00018772n	n	chorister	a singer in a choir	0.637	12	8	YES
wn:08187837n	bn:00018782n	n	chorus	a group of people assembled to sing together	0.056	8	6	YES
wn:07050177n	bn:00018783n	n	refrain, chorus	the part of a song where a soloist is joined by a group of singers	0.66	1	5	YES
wn:08187988n	bn:00018785n	n	chorus, Greek_chorus	a company of actors who comment (by speaking or singing in unison) on the action in a classical Greek play	0.182	8	6	YES
wn:11002548n	bn:00018856n	n	Gluck, Christoph_Willibald_von_Gluck	German composer of more than 100 operas (1714-1787)	0.418	12	8	NO
wn:06861196n	bn:00018867n	n	chromatic_scale	a 12-note scale including all the semitones of the octave	0.669	8	8	YES
wn:07379852n	bn:00018980n	n	chug	the dull explosive noise made by an engine	0.667	9	7	NO
wn:07033007n	bn:00019010n	n	religious_music, church_music	genre of music composed for performance as part of religious ceremonies	0.428	2	5	YES
wn:03035832n	bn:00019280n	n	cittern, cithern, cither, citole, gittern	a 16th century musical instrument resembling a guitar with a pear-shaped soundbox and wire strings	0.321	14	10	YES
wn:07379963n	bn:00019390n	n	clack, clap	a sharp abrupt noise as if two objects hit together; may be repeated	0.75	9	7	YES
wn:07380144n	bn:00019432n	n	clang, clangor, clangour, clangoring, clank, clash, crash	a loud resonant repeating noise	1.0	9	7	YES
wn:11287186n	bn:00019443n	n	Schumann, Clara_Josephine_Schumann	German pianist and composer of piano music; renowned for her interpretation of music, especially the music of her husband Robert Schumann (1819-1896)	0.493	12	8	NO
wn:09926246n	bn:00019457n	n	clarinetist, clarinettist	a musician who plays the clarinet	1.0	11	7	YES
wn:07025900n	bn:00019566n	n	classical_music, classical, serious_music	traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste	0.602	2	5	YES
wn:07380473n	bn:00019594n	n	clatter	a rattling noise (often produced by rapid movement)	0.75	9	7	YES
wn:10926597n	bn:00019595n	n	Debussy, Claude_Debussey, Claude_Achille_Debussy	French composer who is said to have created Impressionism in music (1862-1918)	0.464	12	8	NO
wn:11187364n	bn:00019600n	n	Monteverdi, Claudio_Monteverdi	Italian composer (1567-1643)	0.398	12	8	NO
wn:03038870n	bn:00019611n	n	clavichord	an early stringed instrument like a piano but with more delicate sound	0.476	13	9	YES
wn:03039015n	bn:00019615n	n	clavier, Klavier	a stringed instrument that has a keyboard	0.5	13	9	YES
wn:06862562n	bn:00019683n	n	clef	a musical notation written on a staff indicating the pitch of the notes following it	0.717	7	7	YES
wn:10928978n	bn:00019711n	n	Delibes, Leo_Delibes, Clement_Philibert_Leo_Delibes	French composer of operas (1836-1891)	0.464	12	8	NO
wn:03045928n	bn:00019882n	n	cloakroom	a private lounge off of a legislative chamber	1.0	13	9	NO
wn:00210797n	bn:00019920n	n	finale, close, closing_curtain, finis	the concluding part of any performance	0.689	13	11	YES
wn:09930464n	bn:00019953n	n	closer	a person who closes something	0.645	8	4	NO
wn:07039478n	bn:00020348n	n	finale, coda	the closing section of a musical composition	0.784	3	7	YES
wn:11243268n	bn:00020570n	n	Porter, Cole_Porter, Cole_Albert_Porter	United States composer and lyricist of musical comedies (1891-1946)	0.371	12	8	NO
wn:11035017n	bn:00020571n	n	Hawkins, Coleman_Hawkins	United States jazz saxophonist (1904-1969)	0.748	12	8	NO
wn:03067912n	bn:00020593n	n	collage, montage	a paste-up made by sticking together pieces of paper or photographs to form an artistic image	0.145	12	8	NO
wn:10693052n	bn:00020639n	n	tax_collector, taxman, exciseman, collector_of_internal_revenue, internal_revenue_agent	someone who collects taxes for the government	0.479	12	8	NO
wn:07239327n	bn:00020684n	n	colloquium	an address to an academic meeting or seminar	0.0	9	7	NO
wn:04988478n	bn:00020728n	n	color, colour, coloration, colouration	the timbre of a musical sound	0.484	8	6	YES
wn:09938080n	bn:00020765n	n	coloratura, coloratura_soprano	a lyric soprano who specializes in coloratura vocal music	0.912	13	9	YES
wn:00546299n	bn:00020766n	n	coloratura	singing with florid ornamentation	1.0	11	9	YES
wn:08250302n	bn:00020889n	n	jazz_band, jazz_group, combo	a small band of jazz musicians	0.836	9	7	YES
wn:00051077n	bn:00020898n	n	comeback	return by a celebrity to some previously successful activity	0.152	11	9	YES
